City,County,Year,Median_List_Rent,Median_List_Rent_IA,Median_List_Rent_PercentChg_1994,Median_List_Rent_IA_PercentChg_1994,Source
Berkeley,Alameda County,2005,1765,2252,,,real Answers
Millbrae,San Mateo County,2015,2928,2928,1.9422,0.6920,real Answers
South San Francisco,San Mateo County,2001,1333,1815,0.9391,0.5184,real Answers
Larkspur,Marin County,2007,1828,2187,0.1715,-0.1937,real Answers
El Cerrito,Contra Costa County,2011,1420,1573,0.7585,0.1204,real Answers
Los Gatos,Santa Clara County,2001,1831,2493,1.0634,0.6157,real Answers
San Leandro,Alameda County,1995,703,1198,0.0036,-0.0156,real Answers
Morgan Hill,Santa Clara County,1995,850,1450,0.0494,0.0293,real Answers
Hercules,Contra Costa County,2004,1063,1382,0.4407,0.0776,real Answers
Foster City,San Mateo County,1997,1376,2219,0.3814,0.2807,real Answers
Mill Valley,Marin County,2011,1686,1867,0.9543,0.2452,real Answers
South San Francisco,San Mateo County,2006,1256,1552,0.8264,0.2982,real Answers
Oakland,Alameda County,1995,619,1056,0.0030,-0.0162,real Answers
Pleasant Hill,Contra Costa County,2014,1667,1710,1.1576,0.2732,real Answers
Vacaville,Solano County,1998,691,1080,0.0833,-0.0267,real Answers
Pleasanton,Alameda County,2011,1635,1812,0.9850,0.2647,real Answers
Berkeley,Alameda County,2011,2028,2247,,,real Answers
Dixon,Solano County,2009,1192,1374,,,real Answers
Petaluma,Sonoma County,2009,1228,1415,0.6940,0.1225,real Answers
Richmond,Contra Costa County,1998,859,1343,0.1574,0.0399,real Answers
San Jose,Santa Clara County,2000,1561,2240,1.0016,0.6517,real Answers
San Francisco,San Francisco County,2012,2602,2807,1.8259,0.7535,real Answers
Palo Alto,Santa Clara County,2009,2012,2318,1.3259,0.5413,real Answers
Los Altos,Santa Clara County,1995,1178,2008,0.0420,0.0221,real Answers
Campbell,Santa Clara County,1996,888,1480,0.1814,0.1326,real Answers
Los Altos,Santa Clara County,2006,1281,1584,0.1338,-0.1941,real Answers
San Jose,Santa Clara County,2013,1870,1973,1.3974,0.4550,real Answers
Dublin,Alameda County,1995,1113,1898,0.0171,-0.0023,real Answers
San Jose,Santa Clara County,2015,2399,2399,2.0753,0.7686,real Answers
Albany,Alameda County,1995,813,1386,0.0000,-0.0191,real Answers
Los Altos,Santa Clara County,1996,1220,2034,0.0796,0.0351,real Answers
Millbrae,San Mateo County,2012,2474,2670,1.4867,0.5430,real Answers
Pinole,Contra Costa County,1994,665,1156,0.0000,0.0000,real Answers
Sunnyvale,Santa Clara County,1998,1307,2042,0.5095,0.3563,real Answers
San Francisco,San Francisco County,2005,1841,2349,0.9999,0.4671,real Answers
Martinez,Contra Costa County,2011,1191,1320,0.6732,0.0661,real Answers
Daly City,San Mateo County,2005,1211,1545,0.6592,0.2172,real Answers
Fairfield,Solano County,2008,1198,1391,0.8100,0.2082,real Answers
El Cerrito,Contra Costa County,1998,920,1437,0.1393,0.0237,real Answers
Palo Alto,Santa Clara County,2004,1240,1613,0.4335,0.0723,real Answers
Burlingame,San Mateo County,2003,1651,2174,0.3905,0.0528,real Answers
Walnut Creek,Contra Costa County,2014,1813,1860,1.3368,0.3790,real Answers
Colma,San Mateo County,2015,3247,3247,,,real Answers
Los Altos,Santa Clara County,2003,1268,1669,0.1217,-0.1507,real Answers
Martinez,Contra Costa County,2015,1749,1749,1.4572,0.4131,real Answers
El Cerrito,Contra Costa County,2013,1783,1882,1.2080,0.3400,real Answers
Campbell,Santa Clara County,1995,791,1349,0.0524,0.0323,real Answers
Union City,Alameda County,1995,783,1335,0.0271,0.0074,real Answers
Danville,Contra Costa County,2015,2051,2051,1.6298,0.5124,real Answers
Sunnyvale,Santa Clara County,2003,1237,1629,0.4289,0.0819,real Answers
Redwood City,San Mateo County,1999,1590,2383,0.6737,0.4428,real Answers
Napa,Napa County,2003,950,1251,,,real Answers
Gilroy,Santa Clara County,2009,1302,1500,0.8595,0.2322,real Answers
Belmont,San Mateo County,2013,1814,1914,1.6474,0.6067,real Answers
Santa Rosa,Sonoma County,2006,1079,1333,0.4983,0.0650,real Answers
San Leandro,Alameda County,2005,1125,1435,0.6066,0.1786,real Answers
Novato,Marin County,2009,1393,1605,0.7634,0.1686,real Answers
Milpitas,Santa Clara County,2005,1182,1508,0.4007,0.0276,real Answers
Pleasant Hill,Contra Costa County,1994,773,1343,0.0000,0.0000,real Answers
Concord,Contra Costa County,1998,748,1169,0.1499,0.0331,real Answers
San Bruno,San Mateo County,2005,1245,1588,0.4737,0.0811,real Answers
Hayward,Alameda County,2006,1107,1368,0.4540,0.0335,real Answers
Danville,Contra Costa County,2012,1506,1625,0.9311,0.1982,real Answers
Burlingame,San Mateo County,2008,1664,1931,0.4011,-0.0648,real Answers
Palo Alto,Santa Clara County,2010,2152,2446,1.4880,0.6264,real Answers
Petaluma,Sonoma County,2010,1300,1478,0.7931,0.1722,real Answers
Suisun City,Solano County,1997,761,1227,0.1278,0.0455,real Answers
Vacaville,Solano County,2000,862,1237,0.3506,0.1145,real Answers
Santa Clara,Santa Clara County,2000,1838,2637,1.1078,0.7394,real Answers
Vacaville,Solano County,1996,663,1104,0.0382,-0.0046,real Answers
Vallejo,Solano County,2001,1053,1434,0.6017,0.2542,real Answers
Suisun City,Solano County,2015,1296,1296,0.9204,0.1044,real Answers
Vallejo,Solano County,2007,1078,1290,0.6388,0.1279,real Answers
Benicia,Solano County,2003,1181,1555,0.7058,0.2915,real Answers
Vacaville,Solano County,2002,1016,1362,0.5926,0.2270,real Answers
Burlingame,San Mateo County,1998,1550,2422,0.3053,0.1728,real Answers
Union City,Alameda County,1999,1091,1636,0.4323,0.2347,real Answers
Rohnert Park,Sonoma County,2008,1146,1330,0.6136,0.0771,real Answers
Redwood City,San Mateo County,1996,1134,1891,0.1941,0.1448,real Answers
Dublin,Alameda County,2015,2413,2413,1.2063,0.2688,real Answers
San Leandro,Alameda County,2006,1029,1272,0.4700,0.0449,real Answers
Martinez,Contra Costa County,2010,1147,1304,0.6118,0.0536,real Answers
Belmont,San Mateo County,2000,1172,1682,0.7108,0.4117,real Answers
Union City,Alameda County,1996,875,1459,0.1485,0.1011,real Answers
East Palo Alto,San Mateo County,2004,880,1145,0.4069,0.0523,real Answers
Foster City,San Mateo County,1996,1289,2149,0.2936,0.2402,real Answers
Alameda,Alameda County,2005,1258,1605,0.5520,0.1386,real Answers
East Palo Alto,San Mateo County,2013,1229,1297,0.9646,0.1923,real Answers
Sunnyvale,Santa Clara County,2001,1653,2250,0.9087,0.4946,real Answers
Dublin,Alameda County,1998,1500,2344,0.3714,0.2322,real Answers
Vallejo,Solano County,1997,688,1109,0.0460,-0.0303,real Answers
Sonoma,Sonoma County,2005,1404,1791,0.6522,0.2121,real Answers
Larkspur,Marin County,2015,3015,3015,0.9326,0.1114,real Answers
Morgan Hill,Santa Clara County,1997,1091,1759,0.3472,0.2490,real Answers
Vacaville,Solano County,1997,676,1090,0.0597,-0.0176,real Answers
Sausalito,Marin County,2009,1639,1889,0.6853,0.1168,real Answers
Milpitas,Santa Clara County,2011,1599,1771,0.8948,0.2072,real Answers
Brentwood,Contra Costa County,2007,1446,1731,,,real Answers
Gilroy,Santa Clara County,2011,1445,1600,1.0638,0.3149,real Answers
Corte Madera,Marin County,2005,1800,2296,0.3780,0.0109,real Answers
Palo Alto,Santa Clara County,1997,1146,1848,0.3251,0.2285,real Answers
Walnut Creek,Contra Costa County,1998,985,1538,0.2695,0.1406,real Answers
Brentwood,Contra Costa County,2014,1771,1817,,,real Answers
Corte Madera,Marin County,1995,1325,2260,0.0144,-0.0050,real Answers
Sonoma,Sonoma County,2001,1459,1986,0.7162,0.3438,real Answers
Benicia,Solano County,2010,1220,1387,0.7617,0.1517,real Answers
Oakland,Alameda County,2002,1148,1537,0.8583,0.4318,real Answers
Alameda,Alameda County,2000,1461,2096,0.8023,0.4873,real Answers
Livermore,Alameda County,2012,1450,1564,0.8891,0.1722,real Answers
Campbell,Santa Clara County,2002,1220,1634,0.6240,0.2512,real Answers
Richmond,Contra Costa County,1996,749,1248,0.0084,-0.0332,real Answers
Campbell,Santa Clara County,1998,1205,1883,0.6040,0.4412,real Answers
Petaluma,Sonoma County,2003,1409,1855,0.9431,0.4712,real Answers
Union City,Alameda County,2006,1205,1489,0.5813,0.1240,real Answers
San Pablo,Contra Costa County,2010,1025,1165,,,real Answers
San Bruno,San Mateo County,2014,2480,2545,1.9349,0.7319,real Answers
Burlingame,San Mateo County,2000,1813,2601,0.5263,0.2595,real Answers
Pleasant Hill,Contra Costa County,2005,1386,1768,0.7937,0.3158,real Answers
Oakland,Alameda County,2015,2714,2714,3.3945,1.5272,real Answers
Redwood City,San Mateo County,1997,1323,2133,0.3928,0.2912,real Answers
Sonoma,Sonoma County,1997,982,1583,0.1551,0.0709,real Answers
Newark,Alameda County,2015,2353,2353,2.0658,0.7631,real Answers
Sonoma,Sonoma County,1998,1239,1935,0.4574,0.3094,real Answers
Mountain View,Santa Clara County,2010,1520,1728,0.9368,0.2661,real Answers
Fairfield,Solano County,1998,730,1141,0.1029,-0.0090,real Answers
Fairfield,Solano County,2012,1118,1206,0.6893,0.0482,real Answers
Fremont,Alameda County,2002,1262,1691,0.7390,0.3399,real Answers
Emeryville,Alameda County,2005,1960,2500,,,real Answers
Redwood City,San Mateo County,2014,2739,2811,1.8832,0.7014,real Answers
San Mateo,San Mateo County,2001,1652,2249,0.8278,0.4312,real Answers
Millbrae,San Mateo County,2003,1750,2304,0.7588,0.3316,real Answers
Newark,Alameda County,2012,1649,1779,1.1479,0.3327,real Answers
South San Francisco,San Mateo County,2004,1031,1341,0.5000,0.1220,real Answers
Sunnyvale,Santa Clara County,2000,1739,2496,1.0091,0.6579,real Answers
Mountain View,Santa Clara County,2007,1573,1883,1.0040,0.3793,real Answers
Gilroy,Santa Clara County,2003,1238,1629,0.7679,0.3385,real Answers
Mountain View,Santa Clara County,1995,871,1485,0.1091,0.0879,real Answers
Los Altos,Santa Clara County,2001,1704,2320,0.5077,0.1806,real Answers
Pleasant Hill,Contra Costa County,1997,857,1382,0.1099,0.0289,real Answers
Tiburon,Marin County,2003,1906,2509,0.3821,0.0465,real Answers
Milpitas,Santa Clara County,2014,2140,2196,1.5366,0.4969,real Answers
Lafayette,Contra Costa County,2014,2384,2447,1.2939,0.3537,real Answers
Napa,Napa County,2015,1734,1734,,,real Answers
Los Gatos,Santa Clara County,2014,2675,2745,2.0139,0.7786,real Answers
Hayward,Alameda County,2013,1408,1485,0.8489,0.1221,real Answers
Sunnyvale,Santa Clara County,1997,1221,1968,0.4099,0.3071,real Answers
Redwood City,San Mateo County,2010,1705,1938,0.7942,0.1729,real Answers
San Rafael,Marin County,2013,1833,1934,1.0812,0.2630,real Answers
Richmond,Contra Costa County,2000,1154,1656,0.5539,0.2822,real Answers
Campbell,Santa Clara County,2001,1506,2050,1.0042,0.5693,real Answers
Suisun City,Solano County,2012,1018,1098,0.5074,-0.0647,real Answers
South San Francisco,San Mateo County,2007,1607,1923,1.3373,0.6087,real Answers
Mill Valley,Marin County,1994,863,1500,0.0000,0.0000,real Answers
Menlo Park,San Mateo County,2009,2508,2889,,,real Answers
Petaluma,Sonoma County,2001,1329,1809,0.8328,0.4351,real Answers
Napa,Napa County,2000,818,1173,,,real Answers
Palo Alto,Santa Clara County,2014,3035,3115,2.5091,1.0708,real Answers
Sunnyvale,Santa Clara County,2011,1639,1816,0.8932,0.2062,real Answers
Pleasant Hill,Contra Costa County,2002,1376,1844,0.7816,0.3726,real Answers
South San Francisco,San Mateo County,2012,2095,2260,2.0473,0.8908,real Answers
Gilroy,Santa Clara County,2007,1311,1569,0.8723,0.2887,real Answers
Hercules,Contra Costa County,2010,988,1123,0.3390,-0.1247,real Answers
Los Gatos,Santa Clara County,1999,1400,2099,0.5775,0.3598,real Answers
South San Francisco,San Mateo County,2005,1050,1339,0.5273,0.1204,real Answers
Novato,Marin County,2002,1330,1782,0.6835,0.2971,real Answers
San Mateo,San Mateo County,2002,1401,1876,0.5498,0.1941,real Answers
Santa Clara,Santa Clara County,2010,1631,1854,0.8707,0.2229,real Answers
Rohnert Park,Sonoma County,1995,722,1231,0.0167,-0.0027,real Answers
Burlingame,San Mateo County,2005,1650,2105,0.3895,0.0193,real Answers
Vallejo,Solano County,2002,1086,1455,0.6521,0.2729,real Answers
Gilroy,Santa Clara County,1995,719,1226,0.0268,0.0071,real Answers
Foster City,San Mateo County,2014,2660,2729,1.6698,0.5755,real Answers
Livermore,Alameda County,2010,1302,1480,0.6969,0.1093,real Answers
Benicia,Solano County,2005,1200,1531,0.7329,0.2712,real Answers
Napa,Napa County,2002,940,1259,,,real Answers
Emeryville,Alameda County,2007,1785,2136,,,real Answers
Concord,Contra Costa County,2012,1186,1279,0.8223,0.1307,real Answers
Richmond,Contra Costa County,2015,1707,1707,1.2983,0.3217,real Answers
Pleasanton,Alameda County,1999,1171,1756,0.4219,0.2257,real Answers
Hercules,Contra Costa County,2001,963,1311,0.3051,0.0219,real Answers
Suisun City,Solano County,2013,1052,1110,0.5589,-0.0539,real Answers
Rohnert Park,Sonoma County,1996,745,1242,0.0493,0.0060,real Answers
San Ramon,Contra Costa County,1998,1311,2048,0.3357,0.2001,real Answers
Foster City,San Mateo County,2000,1987,2851,0.9944,0.6457,real Answers
Santa Clara,Santa Clara County,2012,1960,2114,1.2475,0.3945,real Answers
Belmont,San Mateo County,2011,1477,1636,1.1562,0.3738,real Answers
Danville,Contra Costa County,2006,1273,1574,0.6322,0.1602,real Answers
Milpitas,Santa Clara County,1995,874,1491,0.0363,0.0165,real Answers
Millbrae,San Mateo County,2000,1626,2334,0.6344,0.3487,real Answers
Pittsburg,Contra Costa County,1999,868,1300,0.3295,0.1461,real Answers
Petaluma,Sonoma County,2000,1235,1772,0.7031,0.4054,real Answers
San Jose,Santa Clara County,2008,1566,1817,1.0071,0.3397,real Answers
Sonoma,Sonoma County,2011,1509,1672,0.7750,0.1309,real Answers
Millbrae,San Mateo County,2010,1973,2243,0.9829,0.2963,real Answers
Milpitas,Santa Clara County,2007,1503,1799,0.7815,0.2261,real Answers
American Canyon,Napa County,2010,1530,1739,,,real Answers
Mill Valley,Marin County,2007,1563,1870,0.8116,0.2469,real Answers
Pleasant Hill,Contra Costa County,1998,1057,1651,0.3680,0.2291,real Answers
Tiburon,Marin County,1996,1650,2751,0.1967,0.1474,real Answers
Pleasanton,Alameda County,2014,2059,2112,1.4991,0.4747,real Answers
Dixon,Solano County,2014,1054,1082,,,real Answers
San Francisco,San Francisco County,2013,2803,2958,2.0447,0.8478,real Answers
Foster City,San Mateo County,1995,1093,1864,0.0972,0.0763,real Answers
Los Gatos,Santa Clara County,2011,2121,2350,1.3896,0.5225,real Answers
Morgan Hill,Santa Clara County,2006,1411,1744,0.7423,0.2384,real Answers
East Palo Alto,San Mateo County,1994,626,1088,0.0000,0.0000,real Answers
Napa,Napa County,1997,583,939,,,real Answers
South San Francisco,San Mateo County,1996,788,1313,0.1455,0.0982,real Answers
Pleasant Hill,Contra Costa County,2010,1224,1392,0.5850,0.0361,real Answers
Sausalito,Marin County,2004,1521,1979,0.5643,0.1701,real Answers
Vallejo,Solano County,1995,644,1099,-0.0200,-0.0387,real Answers
Antioch,Contra Costa County,2005,961,1225,0.6213,0.1894,real Answers
San Francisco,San Francisco County,1996,1124,1874,0.2213,0.1709,real Answers
Burlingame,San Mateo County,2013,2054,2168,0.7297,0.0497,real Answers
San Rafael,Marin County,2014,2017,2070,1.2906,0.3517,real Answers
East Palo Alto,San Mateo County,1995,623,1063,-0.0036,-0.0227,real Answers
East Palo Alto,San Mateo County,1997,753,1214,0.2040,0.1162,real Answers
San Ramon,Contra Costa County,2010,1468,1669,0.4961,-0.0220,real Answers
Berkeley,Alameda County,2012,2237,2414,,,real Answers
Morgan Hill,Santa Clara County,1994,810,1408,0.0000,0.0000,real Answers
Daly City,San Mateo County,2015,2367,2367,2.2430,0.8650,real Answers
Suisun City,Solano County,2011,984,1090,0.4581,-0.0710,real Answers
Rohnert Park,Sonoma County,2002,1178,1578,0.6593,0.2785,real Answers
Albany,Alameda County,1999,1048,1570,0.2892,0.1114,real Answers
Danville,Contra Costa County,2001,1275,1736,0.6346,0.2800,real Answers
Walnut Creek,Contra Costa County,2005,1153,1471,0.4867,0.0906,real Answers
San Francisco,San Francisco County,2000,2245,3221,1.4386,1.0123,real Answers
Fairfield,Solano County,2009,1132,1305,0.7107,0.1336,real Answers
Tiburon,Marin County,2011,2324,2575,0.6856,0.0739,real Answers
Vallejo,Solano County,1994,658,1143,0.0000,0.0000,real Answers
Foster City,San Mateo County,1994,996,1732,0.0000,0.0000,real Answers
Walnut Creek,Contra Costa County,1999,1064,1595,0.3715,0.1823,real Answers
Los Gatos,Santa Clara County,1995,950,1620,0.0704,0.0499,real Answers
Concord,Contra Costa County,2011,1107,1227,0.7018,0.0843,real Answers
Foster City,San Mateo County,2008,1928,2238,0.9354,0.2919,real Answers
Milpitas,Santa Clara County,2006,1313,1623,0.5563,0.1062,real Answers
Novato,Marin County,2015,1924,1924,1.4359,0.4009,real Answers
Newark,Alameda County,1996,854,1423,0.1124,0.0665,real Answers
Livermore,Alameda County,2005,1104,1408,0.4381,0.0550,real Answers
Union City,Alameda County,2007,1294,1548,0.6981,0.1688,real Answers
Cupertino,Santa Clara County,1999,1599,2396,0.7473,0.5062,real Answers
Emeryville,Alameda County,2010,1785,2029,,,real Answers
Sunnyvale,Santa Clara County,1999,1334,2000,0.5413,0.3286,real Answers
Novato,Marin County,1999,1166,1748,0.4763,0.2726,real Answers
Cupertino,Santa Clara County,2009,1864,2148,1.0374,0.3501,real Answers
San Rafael,Marin County,1996,944,1574,0.0724,0.0281,real Answers
Daly City,San Mateo County,1995,764,1303,0.0462,0.0262,real Answers
South San Francisco,San Mateo County,1995,688,1173,0.0000,-0.0191,real Answers
Hercules,Contra Costa County,2002,963,1290,0.3051,0.0055,real Answers
Suisun City,Solano County,2006,1025,1267,0.5185,0.0794,real Answers
Colma,San Mateo County,2009,2001,2306,,,real Answers
American Canyon,Napa County,2014,1899,1949,,,real Answers
Palo Alto,Santa Clara County,1998,1232,1925,0.4241,0.2796,real Answers
San Leandro,Alameda County,1994,700,1217,0.0000,0.0000,real Answers
Milpitas,Santa Clara County,2002,1358,1819,0.6089,0.2396,real Answers
Foster City,San Mateo County,2007,1816,2173,0.8225,0.2543,real Answers
Burlingame,San Mateo County,2006,1539,1902,0.2958,-0.0789,real Answers
Dixon,Solano County,2013,923,974,,,real Answers
Sausalito,Marin County,1999,1396,2093,0.4357,0.2376,real Answers
Benicia,Solano County,1997,748,1205,0.0794,0.0007,real Answers
Los Altos,Santa Clara County,2004,1185,1541,0.0487,-0.2156,real Answers
Morgan Hill,Santa Clara County,2008,1554,1803,0.9182,0.2804,real Answers
East Palo Alto,San Mateo County,2011,913,1011,0.4588,-0.0705,real Answers
East Palo Alto,San Mateo County,1999,923,1384,0.4758,0.2722,real Answers
Mountain View,Santa Clara County,1997,1134,1828,0.4443,0.3389,real Answers
Livermore,Alameda County,2002,1164,1559,0.5163,0.1682,real Answers
South San Francisco,San Mateo County,2011,1949,2160,1.8355,0.8066,real Answers
Petaluma,Sonoma County,2013,1553,1639,1.1422,0.3001,real Answers
Santa Rosa,Sonoma County,2011,1185,1312,0.6453,0.0483,real Answers
San Leandro,Alameda County,2010,1027,1167,0.4670,-0.0410,real Answers
Richmond,Contra Costa County,2002,1228,1645,0.6532,0.2737,real Answers
Corte Madera,Marin County,2015,2643,2643,1.0233,0.1636,real Answers
Los Altos,Santa Clara County,2007,1510,1807,0.3363,-0.0803,real Answers
Albany,Alameda County,1998,900,1406,0.1077,-0.0048,real Answers
San Jose,Santa Clara County,2014,2123,2178,1.7214,0.6059,real Answers
San Leandro,Alameda County,2009,1076,1240,0.5375,0.0189,real Answers
Pinole,Contra Costa County,2006,1214,1500,0.8252,0.2973,real Answers
San Francisco,San Francisco County,1999,1475,2211,0.6022,0.3811,real Answers
Napa,Napa County,2004,956,1244,,,real Answers
San Ramon,Contra Costa County,2007,1524,1824,0.5534,0.0691,real Answers
Pleasanton,Alameda County,1996,928,1547,0.1267,0.0802,real Answers
San Ramon,Contra Costa County,2008,1535,1782,0.5647,0.0445,real Answers
Campbell,Santa Clara County,2009,1391,1603,0.8517,0.2271,real Answers
San Jose,Santa Clara County,2004,1149,1494,0.4728,0.1016,real Answers
Cupertino,Santa Clara County,2007,1935,2315,1.1143,0.4552,real Answers
Campbell,Santa Clara County,1997,1010,1628,0.3444,0.2464,real Answers
Vacaville,Solano County,2015,1489,1489,1.3332,0.3418,real Answers
San Leandro,Alameda County,2001,1202,1636,0.7170,0.3445,real Answers
Suisun City,Solano County,2010,949,1078,0.4056,-0.0812,real Answers
Pleasanton,Alameda County,2001,1432,1950,0.7382,0.3611,real Answers
Santa Clara,Santa Clara County,1995,931,1587,0.0674,0.0470,real Answers
Walnut Creek,Contra Costa County,2001,1344,1830,0.7325,0.3566,real Answers
Hercules,Contra Costa County,2006,1063,1313,0.4407,0.0240,real Answers
Fairfield,Solano County,2006,1159,1432,0.7507,0.2444,real Answers
Hayward,Alameda County,2007,1143,1367,0.5008,0.0330,real Answers
Benicia,Solano County,2006,1213,1499,0.7509,0.2445,real Answers
Union City,Alameda County,1998,1003,1566,0.3158,0.1823,real Answers
Pleasant Hill,Contra Costa County,2009,1271,1464,0.6448,0.0900,real Answers
Walnut Creek,Contra Costa County,2009,1316,1516,0.6966,0.1243,real Answers
Foster City,San Mateo County,2011,1971,2183,0.9780,0.2603,real Answers
Mill Valley,Marin County,2013,1775,1873,1.0580,0.2489,real Answers
Pleasanton,Alameda County,2013,1897,2002,1.3033,0.3979,real Answers
Los Gatos,Santa Clara County,1998,1325,2070,0.4930,0.3414,real Answers
Pacifica,San Mateo County,2015,2577,2577,2.0971,0.7811,real Answers
Tiburon,Marin County,2015,3812,3812,1.7648,0.5900,real Answers
Alameda,Alameda County,1998,1104,1724,0.3616,0.2234,real Answers
Hercules,Contra Costa County,2003,988,1300,0.3390,0.0138,real Answers
Union City,Alameda County,2015,2175,2175,1.8543,0.6415,real Answers
El Cerrito,Contra Costa County,2014,2089,2144,1.5873,0.5268,real Answers
San Ramon,Contra Costa County,2003,1369,1802,0.3949,0.0561,real Answers
Suisun City,Solano County,2002,1011,1355,0.4981,0.1543,real Answers
San Ramon,Contra Costa County,2006,1437,1776,0.4643,0.0409,real Answers
Pinole,Contra Costa County,1996,708,1179,0.0639,0.0200,real Answers
Oakland,Alameda County,2007,1381,1652,1.2358,0.5389,real Answers
Novato,Marin County,2010,1421,1615,0.7983,0.1756,real Answers
Larkspur,Marin County,1995,1621,2765,0.0393,0.0194,real Answers
Petaluma,Sonoma County,2015,1984,1984,1.7367,0.5738,real Answers
Larkspur,Marin County,1996,1739,2899,0.1147,0.0687,real Answers
Richmond,Contra Costa County,1997,825,1330,0.1111,0.0301,real Answers
Cupertino,Santa Clara County,2000,2046,2935,1.2357,0.8449,real Answers
San Rafael,Marin County,2011,1618,1793,0.8375,0.1707,real Answers
San Bruno,San Mateo County,1999,1348,2020,0.5947,0.3747,real Answers
Hayward,Alameda County,1995,784,1337,0.0296,0.0099,real Answers
Union City,Alameda County,2005,1073,1369,0.4085,0.0333,real Answers
Sausalito,Marin County,2003,1484,1953,0.5257,0.1552,real Answers
Antioch,Contra Costa County,2014,1192,1223,1.0114,0.1870,real Answers
Pacifica,San Mateo County,2000,1674,2402,1.0113,0.6597,real Answers
Pleasant Hill,Contra Costa County,2003,1360,1791,0.7605,0.3329,real Answers
Foster City,San Mateo County,2006,1651,2041,0.6575,0.1781,real Answers
Lafayette,Contra Costa County,1996,1121,1869,0.0788,0.0343,real Answers
Danville,Contra Costa County,2011,1375,1523,0.7628,0.1231,real Answers
Pittsburg,Contra Costa County,1995,660,1126,0.0115,-0.0079,real Answers
Sausalito,Marin County,2007,1719,2058,0.7680,0.2169,real Answers
Daly City,San Mateo County,1994,730,1269,0.0000,0.0000,real Answers
Milpitas,Santa Clara County,2003,1218,1604,0.4437,0.0931,real Answers
Petaluma,Sonoma County,2011,1332,1475,0.8367,0.1702,real Answers
Los Gatos,Santa Clara County,2003,1344,1769,0.5141,0.1464,real Answers
Colma,San Mateo County,2008,2403,2789,,,real Answers
Milpitas,Santa Clara County,1994,844,1467,0.0000,0.0000,real Answers
Dublin,Alameda County,2011,1717,1902,0.5699,0.0002,real Answers
Foster City,San Mateo County,2004,1390,1807,0.3947,0.0432,real Answers
Daly City,San Mateo County,2009,1503,1731,1.0582,0.3639,real Answers
Cupertino,Santa Clara County,2013,2495,2633,1.7265,0.6547,real Answers
Palo Alto,Santa Clara County,2015,3184,3184,2.6814,1.1171,real Answers
Alameda,Alameda County,2003,1309,1723,0.6145,0.2224,real Answers
Mill Valley,Marin County,2015,2206,2206,1.5580,0.4710,real Answers
Santa Clara,Santa Clara County,2001,1755,2390,1.0130,0.5763,real Answers
Santa Clara,Santa Clara County,2015,2582,2582,1.9614,0.7031,real Answers
Lafayette,Contra Costa County,2015,2699,2699,1.5965,0.4932,real Answers
Burlingame,San Mateo County,2011,1779,1971,0.4979,-0.0456,real Answers
Foster City,San Mateo County,2003,1481,1949,0.4862,0.1252,real Answers
Concord,Contra Costa County,2006,1043,1289,0.6025,0.1391,real Answers
Belmont,San Mateo County,1997,768,1237,0.1204,0.0387,real Answers
Fremont,Alameda County,2009,1365,1573,0.8817,0.2469,real Answers
Union City,Alameda County,2002,1224,1640,0.6071,0.2382,real Answers
Cupertino,Santa Clara County,1996,1231,2053,0.3456,0.2901,real Answers
American Canyon,Napa County,2011,1650,1827,,,real Answers
Walnut Creek,Contra Costa County,2008,1463,1698,0.8864,0.2592,real Answers
Daly City,San Mateo County,2007,1514,1812,1.0736,0.4272,real Answers
Oakland,Alameda County,2003,1162,1529,0.8812,0.4243,real Answers
Richmond,Contra Costa County,2005,1020,1301,0.3741,0.0080,real Answers
Berkeley,Alameda County,2007,1686,2017,,,real Answers
Dublin,Alameda County,2006,1559,1927,0.4257,0.0134,real Answers
Lafayette,Contra Costa County,2010,1847,2099,0.7767,0.1614,real Answers
Cupertino,Santa Clara County,1997,1395,2249,0.5246,0.4134,real Answers
San Leandro,Alameda County,2003,1097,1445,0.5677,0.1869,real Answers
Redwood City,San Mateo County,2005,1530,1952,0.6105,0.1815,real Answers
Concord,Contra Costa County,2000,1058,1517,0.6254,0.3412,real Answers
Daly City,San Mateo County,2001,1463,1991,1.0034,0.5688,real Answers
Dublin,Alameda County,2013,1988,2098,0.8176,0.1031,real Answers
Sunnyvale,Santa Clara County,2005,1195,1524,0.3803,0.0126,real Answers
Livermore,Alameda County,2001,1280,1743,0.6678,0.3059,real Answers
San Bruno,San Mateo County,1998,1273,1988,0.5059,0.3531,real Answers
Rohnert Park,Sonoma County,2001,1238,1685,0.7430,0.3648,real Answers
Santa Rosa,Sonoma County,1997,797,1285,0.1068,0.0260,real Answers
Pleasanton,Alameda County,2008,1575,1828,0.9115,0.2760,real Answers
Santa Clara,Santa Clara County,2007,1653,1978,0.8958,0.3048,real Answers
San Ramon,Contra Costa County,2001,1623,2210,0.6538,0.2950,real Answers
Sonoma,Sonoma County,1996,904,1507,0.0632,0.0194,real Answers
Cupertino,Santa Clara County,2002,1586,2124,0.7329,0.3352,real Answers
Fairfield,Solano County,2005,1185,1512,0.7904,0.3134,real Answers
Redwood City,San Mateo County,1995,958,1633,0.0079,-0.0114,real Answers
American Canyon,Napa County,2013,1697,1791,,,real Answers
San Mateo,San Mateo County,2011,1847,2046,1.0433,0.3018,real Answers
El Cerrito,Contra Costa County,2012,1530,1651,0.8947,0.1757,real Answers
